Title,Year,Certificate,Length,Genre,Rating
I Think I Love My Wife,2007,R,90,"Comedy, Drama, Romance            ",5.5
Smiley Face,2007,R,85,Comedy            ,5.8
The Stoning of Soraya M.,2008,R,114,Drama            ,7.9
The In-Laws,2003,PG-13,98,"Action, Comedy, Thriller            ",5.7
Ramona and Beezus,2010,G,103,"Comedy, Drama, Family            ",6.5
The Lazarus Project,2008,PG-13,100,"Drama, Mystery, Thriller            ",6.0
Eat Drink Man Woman,1994,Not Rated,124,"Comedy, Drama, Romance            ",7.8
Thursday,1998,R,87,"Action, Comedy, Crime            ",7.1
Look Whos Back,2015,Not Rated,116,"Comedy, Drama, Fantasy            ",7.0
Shrooms,2007,Not Rated,84,"Comedy, Horror, Mystery            ",4.6
Whos Your Caddy?,2007,PG-13,93,"Comedy, Sport            ",2.2
Renaissance Man,1994,PG-13,128,"Comedy, Drama            ",6.2
Death in Venice,1971,GP,130,"Drama, Romance            ",7.4
Santa Sangre,1989,NC-17,123,"Drama, Horror, Thriller            ",7.5
Devils Knot,2013,Not Rated,114,"Biography, Crime, Drama            ",6.1
Missing,1982,PG,122,"Biography, Drama, History            ",7.7
"OSS 117: Cairo, Nest of Spies",2006,Not Rated,99,"Action, Adventure, Comedy            ",7.0
Poison Ivy,1992,R,93,"Drama, Thriller            ",5.4
Dügün Dernek,2013,Not Rated,106,Comedy            ,6.9
The Trial,1962,R,119,"Drama, Mystery, Thriller            ",7.6
Life After Beth,2014,R,89,"Comedy, Fantasy, Horror            ",5.6
Just Before I Go,2014,Not Rated,95,"Comedy, Drama            ",6.3
The Onion Movie,2008,Not Rated,86,Comedy            ,6.2
Sultan,2016,Not Rated,170,"Action, Drama, Romance            ",7.0
Guru,2007,Passed,166,Drama            ,7.7
The Killers,1946,PG-13,103,"Crime, Drama, Film-Noir            ",7.7
Steamboy,2004,Not Rated,126,"Animation, Action, Adventure            ",6.8
Cold Prey,2006,R,97,"Horror, Thriller            ",6.2
The Girlfriend Experience,2009,R,77,Drama            ,5.5
Assassination Games,2011,R,101,"Action, Crime, Drama            ",6.1
A Woman Under the Influence,1974,Not Rated,155,"Drama, Romance            ",8.1
King of Devils Island,2010,G,116,"Action, Drama            ",7.5
They Call Me Trinity,1970,PG,115,"Comedy, Western            ",7.4
New York Stories,1989,R,124,"Comedy, Drama, Romance            ",6.4
Starbuck,2011,R,109,"Comedy, Drama, Romance            ",7.2
Intermission,2003,PG-13,105,"Comedy, Crime, Drama            ",6.8
Boys and Girls,2000,R,94,"Comedy, Drama, Romance            ",5.4
And Soon the Darkness,2010,PG,91,"Drama, Horror, Mystery            ",5.1
A Matter of Life and Death,1946,PG,104,"Drama, Fantasy, Romance            ",8.0
Canadian Bacon,1995,R,91,"Action, Comedy            ",5.9
Fire Down Below,1997,R,105,"Action, Drama, Thriller            ",5.1
The Guru,2002,Not Rated,94,"Comedy, Music, Romance            ",5.4
Point Blank,1967,R,92,"Crime, Drama, Thriller            ",7.3
Escobar: Paradise Lost,2014,G,120,"Crime, Drama, History            ",6.5
Babettes Feast,1987,PG,103,Drama            ,7.8
The Englishman Who Went Up a Hill But Came Down a Mountain,1995,Passed,99,"Comedy, Drama, Romance            ",6.6
The Stranger,1946,PG,95,"Crime, Drama, Film-Noir            ",7.3
Force 10 from Navarone,1978,PG,118,"Action, Drama, War            ",6.4
Midway,1976,G,132,"Action, Drama, History            ",6.7
Help!,1965,R,92,"Adventure, Comedy, Musical            ",7.1
Like Water for Chocolate,1992,R,105,"Drama, Romance            ",7.1
Queen Margot,1994,R,161,"Biography, Drama, History            ",7.4
Never Back Down 2: The Beatdown,2011,PG-13,99,"Action, Drama, Sport            ",5.7
Tracers,2015,Not Rated,94,"Action, Crime, Drama            ",5.6
Splendor in the Grass,1961,PG,124,"Drama, Romance            ",7.7
Home on the Range,2004,R,76,"Animation, Adventure, Comedy            ",5.4
Bring Me the Head of Alfredo Garcia,1974,PG,112,"Action, Crime, Drama            ",7.4
"New York, New York",1977,Not Rated,155,"Drama, Music, Musical            ",6.6
As It Is in Heaven,2004,Not Rated,133,"Comedy, Drama, Music            ",7.5
Fermats Room,2007,Passed,89,"Mystery, Thriller            ",6.6
Foreign Correspondent,1940,PG-13,120,"Action, Romance, Thriller            ",7.4
License to Drive,1988,Not Rated,88,Comedy            ,6.3
Pather Panchali,1955,R,125,Drama            ,8.2
Mrs. Henderson Presents,2005,Passed,103,"Comedy, Drama, Music            ",7.0
The Awful Truth,1937,Not Rated,90,"Comedy, Romance            ",7.7
Mon Oncle,1958,PG-13,116,Comedy            ,7.7
Manitous Shoe,2001,Not Rated,87,"Comedy, Western            ",6.7
The Last Exorcism Part II,2013,R,88,"Horror, Thriller            ",4.0
Lord of the Flies,1963,R,92,"Adventure, Drama, Thriller            ",6.9
Freedomland,2006,R,113,"Crime, Drama, Mystery            ",5.2
The Quiet,2005,R,96,"Crime, Drama, Thriller            ",6.1
In the Electric Mist,2009,Not Rated,117,"Crime, Drama, Mystery            ",6.1
The Door in the Floor,2004,R,111,"Comedy, Drama            ",6.6
Moby Dick,1956,R,116,"Adventure, Drama            ",7.3
Jungle Fever,1991,R,132,"Drama, Romance            ",6.6
Pet Sematary II,1992,PG,100,"Fantasy, Horror, Thriller            ",4.9
The Edge of Love,2008,R,110,"Biography, Drama, Romance            ",6.1
Shadowlands,1993,R,131,"Biography, Drama, Romance            ",7.3
The Gallows,2015,R,81,"Horror, Mystery, Thriller            ",4.2
Pat Garrett & Billy the Kid,1973,R,122,"Biography, Drama, Western            ",7.2
Whats Love Got to Do with It,1993,Not Rated,118,"Biography, Drama, Music            ",7.3
Body Snatchers,1993,R,87,"Horror, Sci-Fi            ",6.0
"Oslo, August 31st",2011,R,95,Drama            ,7.6
Easy Money,2010,Unrated,124,"Action, Crime, Drama            ",6.7
"For a Good Time, Call...",2012,R,85,Comedy            ,6.0
Betty Blue,1986,R,119,"Drama, Romance            ",7.3
Possession,1981,R,124,"Drama, Horror            ",7.3
Defending Your Life,1991,PG,112,"Comedy, Drama, Fantasy            ",7.2
Turtles Can Fly,2004,PG-13,98,"Drama, War            ",8.0
Charlottes Web,1973,G,94,"Animation, Adventure, Drama            ",6.9
Solitary Man,2009,R,90,"Comedy, Drama, Romance            ",6.3
The Young and the Damned,1950,Not Rated,80,"Crime, Drama            ",8.3
The Public Enemy,1931,Passed,83,"Crime, Drama            ",7.6
Metallica Through the Never,2013,R,93,Music            ,7.1
Edison,2005,R,99,"Action, Crime, Drama            ",5.3
Losers Club,2011,R,105,"Comedy, Drama, Romance            ",7.5
Sonatine,1993,R,94,"Action, Comedy, Crime            ",7.5
Eye of the Beholder,1999,Approved,109,"Drama, Mystery, Thriller            ",5.0
Carnival of Souls,1962,R,78,"Horror, Mystery            ",7.0
Open Water 2: Adrift,2006,G,94,"Adventure, Drama, Horror            ",5.2
The Tigger Movie,2000,PG-13,77,"Animation, Adventure, Comedy            ",6.3
Swing Kids,1993,Not Rated,112,"Drama, Music            ",6.7
Pickpocket,1959,R,76,"Crime, Drama            ",7.6
Devil in a Blue Dress,1995,G,102,"Crime, Drama, Mystery            ",6.8
Peter Pan 2: Return to Never Land,2002,Not Rated,72,"Animation, Adventure, Family            ",5.8
Infernal Affairs II,2003,R,119,"Action, Crime, Drama            ",7.3
Welcome to Me,2014,R,87,"Comedy, Drama            ",5.9
The Bag Man,2014,PG,108,"Action, Crime, Drama            ",5.2
Coma,1978,Not Rated,113,"Drama, Mystery, Thriller            ",6.9
Department Q: The Keeper of Lost Causes,2013,Not Rated,96,"Crime, Drama, Mystery            ",7.2
Pusher II,2004,R,100,"Action, Crime, Drama            ",7.3
Fur: An Imaginary Portrait of Diane Arbus,2006,PG,122,"Biography, Drama, Romance            ",6.3
Fantastic Planet,1973,G,72,"Animation, Sci-Fi            ",7.7
College Road Trip,2008,PG-13,83,"Adventure, Comedy, Drama            ",4.3
Loft,2008,PG-13,118,"Crime, Drama, Mystery            ",7.3
Iron Monkey,1993,PG-13,85,"Action, Crime, Drama            ",7.5
Eyyvah Eyvah,2010,R,104,Comedy            ,7.0
Gods and Generals,2003,G,219,"Biography, Drama, History            ",6.2
Paparazzi,2004,PG,84,"Action, Crime, Drama            ",5.7
Smashed,2012,Not Rated,81,Drama            ,6.7
Limelight,1952,R,137,"Drama, Music, Romance            ",8.0
The Jungle Book,1994,Not Rated,111,"Adventure, Family, Romance            ",6.0
Grabbers,2012,R,94,"Action, Adventure, Comedy            ",6.3
360,2011,PG-13,110,"Crime, Drama, Mystery            ",6.1
Top Hat,1935,PG-13,101,"Comedy, Musical, Romance            ",7.7
The Longest Yard,1974,PG-13,121,"Comedy, Crime, Drama            ",7.1
Poltergeist III,1988,R,98,"Horror, Thriller            ",4.7
Almost Heroes,1998,R,90,"Adventure, Comedy, Western            ",5.7
A Better Life,2011,PG-13,98,"Drama, Romance            ",7.2
City of Men,2007,PG,106,"Crime, Drama            ",7.2
Blood: The Last Vampire,2009,R,91,"Action, Adventure, Fantasy            ",5.2
Beauty Shop,2005,R,105,Comedy            ,5.6
Wadjda,2012,PG,98,"Comedy, Drama            ",7.5
Swept Away,2002,PG,89,"Comedy, Romance            ",3.6
The Haunting in Connecticut 2: Ghosts of Georgia,2013,R,100,"Drama, Horror, Mystery            ",5.3
Fantastic Voyage,1966,PG,100,"Adventure, Sci-Fi            ",6.8
When Marnie Was There,2014,PG,103,"Animation, Drama, Family            ",7.6
Keanu,2016,PG,100,"Action, Comedy, Crime            ",6.2
The Seeker: The Dark Is Rising,2007,G,99,"Adventure, Drama, Family            ",4.7
All of Me,1984,PG-13,93,"Comedy, Fantasy, Romance            ",6.6
Any Which Way You Can,1980,Not Rated,116,"Action, Comedy            ",6.1
Funny Girl,1968,R,151,"Biography, Comedy, Drama            ",7.3
Son in Law,1993,PG-13,95,"Comedy, Drama, Romance            ",5.9
The Snowtown Murders,2011,R,119,"Biography, Crime, Drama            ",6.6
Internal Affairs,1990,Not Rated,115,"Crime, Drama, Thriller            ",6.5
Shadows and Fog,1991,NC-17,85,Comedy            ,6.7
Laurel Canyon,2002,G,103,Drama            ,6.4
Rock On!!,2008,R,145,"Drama, Music            ",7.7
In the Realm of the Senses,1976,Not Rated,109,"Drama, Romance            ",6.6
Airport,1970,G,137,"Action, Drama, Thriller            ",6.6
The Prince,2014,Not Rated,93,"Action, Thriller            ",4.6
The Horde,2009,R,90,"Action, Horror            ",5.9
The Music Man,1962,R,151,"Comedy, Family, Musical            ",7.7
Taxidermia,2006,R,94,"Comedy, Drama, Horror            ",6.8
The Night Listener,2006,Not Rated,91,"Crime, Drama, Horror            ",5.9
The Rage: Carrie 2,1999,Not Rated,104,"Drama, Horror, Sci-Fi            ",4.8
Kidnapping Mr. Heineken,2015,PG,95,"Action, Crime, Drama            ",6.1
Turks in Space,2006,Not Rated,110,"Action, Comedy, Sci-Fi            ",1.5
The Way He Looks,2014,PG-13,96,"Drama, Romance            ",7.9
Only Yesterday,1991,R,119,"Animation, Drama, Romance            ",7.6
Circle,2015,R,87,"Drama, Horror, Mystery            ",6.0
Heart and Souls,1993,R,104,"Comedy, Drama, Fantasy            ",7.0
Urban Legends: Final Cut,2000,Not Rated,97,"Horror, Mystery            ",4.4
The Princess and the Warrior,2000,PG,135,"Drama, Mystery, Romance            ",7.4
Cruising,1980,R,102,"Crime, Drama, Mystery            ",6.5
Nostalghia,1983,PG-13,125,Drama            ,7.9
The Bear,1988,R,96,"Adventure, Drama, Family            ",7.7
The Presidio,1988,R,97,"Action, Crime, Mystery            ",5.9
Dylan Dog: Dead of Night,2010,Not Rated,107,"Action, Comedy, Crime            ",5.1
Absentia,2011,R,87,"Drama, Horror, Mystery            ",5.8
Wrecked,2010,PG-13,91,"Adventure, Drama, Mystery            ",5.3
Looking for Eric,2009,R,116,"Comedy, Drama, Fantasy            ",7.1
200 Cigarettes,1999,PG,101,"Comedy, Drama, Romance            ",5.9
Night of the Comet,1984,PG-13,95,"Comedy, Horror, Sci-Fi            ",6.3
Red Corner,1997,PG,122,"Crime, Drama, Thriller            ",6.3
Red Dog,2011,PG,92,"Biography, Comedy, Drama            ",7.3
Summer Catch,2001,Not Rated,104,"Comedy, Drama, Romance            ",5.1
Taps,1981,R,126,Drama            ,6.7
Coal Miners Daughter,1980,PG-13,124,"Biography, Drama, Music            ",7.5
Safety Last!,1923,PG,74,"Action, Comedy, Thriller            ",8.1
Leviathan,1989,R,98,"Adventure, Horror, Mystery            ",5.8
An Ideal Husband,1999,Not Rated,97,"Comedy, Romance            ",6.8
A Passage to India,1984,Not Rated,164,"Adventure, Drama, History            ",7.3
The Life and Death of Peter Sellers,2004,TV-MA,122,"Biography, Comedy, Drama            ",6.9
Silver Streak,1976,PG,114,"Action, Comedy, Crime            ",6.9
Struck by Lightning,2012,Not Rated,90,"Comedy, Drama            ",6.2
Big Night,1996,R,109,"Drama, Romance            ",7.3
Air Bud,1997,PG,98,"Comedy, Drama, Family            ",5.3
Grand Hotel,1932,Not Rated,112,"Drama, Romance            ",7.3
Sarahs Key,2010,PG-13,111,"Drama, War            ",7.5
Adult World,2013,R,97,"Comedy, Drama            ",6.1
Mothers Day,2010,R,112,"Drama, Horror, Thriller            ",6.2
Playtime,1967,Not Rated,155,Comedy            ,7.8
Flesh+Blood,1985,R,126,"Adventure, Drama            ",6.7
My Big Fat Greek Wedding 2,2016,PG-13,94,"Comedy, Romance            ",6.0
Summer School,1987,PG-13,97,"Comedy, Romance            ",6.6
Mulholland Falls,1996,R,107,"Crime, Drama, Mystery            ",6.3
Shoot the Piano Player,1960,Not Rated,92,"Crime, Drama, Thriller            ",7.4
The Gods Must Be Crazy II,1989,PG,98,Comedy            ,6.8
Lymelife,2008,R,95,"Comedy, Drama, Romance            ",6.8
The Eiger Sanction,1975,Approved,129,"Action, Crime, Thriller            ",6.4
Azumi,2003,Not Rated,128,"Action, Adventure, Drama            ",6.8
The Bothersome Man,2006,Not Rated,95,"Comedy, Drama, Fantasy            ",7.2
Fragile,2005,PG-13,101,"Horror, Mystery, Thriller            ",6.0
The Musketeer,2001,PG-13,104,"Action, Adventure, Romance            ",4.7
Sukiyaki Western Django,2007,R,121,"Action, Western            ",6.1
"Dragon Ball Z: Resurrection ""F""",2015,Not Rated,93,"Animation, Action, Adventure            ",7.2
Mister Roberts,1955,Passed,123,"Comedy, Drama, War            ",7.6
Curious George,2006,G,87,"Animation, Adventure, Comedy            ",6.5
Tomboy,2011,Not Rated,82,Drama            ,7.4
Kes,1969,PG-13,111,"Drama, Family            ",7.9
Çöpçüler Krali,1977,PG-13,80,"Comedy, Romance            ",8.5
Beyond the Sea,2004,R,118,"Biography, Drama, Music            ",6.7
Navy Seals,1990,Approved,113,"Action, Adventure, Thriller            ",5.5
Recep Ivedik 2,2009,Passed,107,Comedy            ,4.5
Irma la Douce,1963,R,147,"Comedy, Romance            ",7.3
Dark Passage,1947,R,106,"Film-Noir, Thriller            ",7.5
Zulu,2013,PG-13,110,"Action, Crime, Drama            ",6.7
Creep,2014,R,77,"Horror, Thriller            ",6.3
Luther,2003,PG,123,"Biography, Drama, History            ",6.6
Down and Out in Beverly Hills,1986,Not Rated,103,Comedy            ,6.2
The Magic of Belle Isle,2012,R,109,"Comedy, Drama            ",6.9
Talvar,2015,R,132,"Crime, Drama, Mystery            ",8.1
Battle in Seattle,2007,R,98,"Action, Drama, History            ",6.6
10 Items or Less,2006,R,82,"Comedy, Drama            ",6.5
The Cotton Club,1984,Not Rated,129,"Crime, Drama, Music            ",6.5
Grand Piano,2013,R,90,"Drama, Music, Mystery            ",5.9
Distant,2002,R,110,Drama            ,7.5
The Grudge 3,2009,PG-13,90,"Horror, Mystery, Thriller            ",4.6
Wedding Daze,2006,R,90,"Comedy, Romance            ",5.6
Guarding Tess,1994,Not Rated,96,"Comedy, Drama            ",6.2
The Day of the Beast,1995,Not Rated,99,"Action, Comedy, Crime            ",7.3
Jo Jeeta Wohi Sikandar,1992,PG,174,"Comedy, Drama, Romance            ",8.1
Cheap Thrills,2013,Not Rated,88,"Comedy, Crime, Drama            ",6.7
Strange Brew,1983,Not Rated,90,"Comedy, Crime, Sci-Fi            ",6.6
New World,2013,R,135,"Action, Crime, Drama            ",7.5
The Last Man on Earth,1964,Passed,86,"Drama, Horror, Sci-Fi            ",6.7
Living in Oblivion,1995,R,90,"Comedy, Drama            ",7.5
Wuthering Heights,1939,PG,104,"Drama, Romance            ",7.5
Grand Canyon,1991,R,134,"Crime, Drama            ",6.9
The Butterflys Dream,2013,PG,138,"Biography, Drama, History            ",7.7
Free Willy 2: The Adventure Home,1995,PG,95,"Adventure, Drama, Family            ",5.1
A Boy and His Dog,1975,Not Rated,91,"Comedy, Drama, Sci-Fi            ",6.4
Prom,2011,Not Rated,104,"Comedy, Drama, Family            ",5.4
Sleepover,2004,PG-13,89,"Comedy, Family, Romance            ",5.3
Wanted,2009,Not Rated,147,"Action, Crime, Thriller            ",6.6
Songs from the Second Floor,2000,R,98,"Comedy, Drama            ",7.5
Great Balls of Fire!,1989,R,108,"Biography, Drama, Music            ",6.3
The Enigma of Kaspar Hauser,1974,PG-13,110,"Biography, Drama, History            ",7.7
French Connection II,1975,R,119,"Action, Crime, Drama            ",6.7
Party Monster,2003,M/PG,98,"Biography, Crime, Drama            ",6.2
The Maiden Heist,2009,Passed,90,"Comedy, Crime            ",6.0
Ricochet,1991,Not Rated,102,"Action, Crime, Drama            ",6.2
Topaz,1969,PG-13,143,"Drama, Thriller            ",6.2
Baadshah,1999,Not Rated,175,"Action, Comedy, Crime            ",6.8
Silent Movie,1976,R,87,Comedy            ,6.7
Daniel the Wizard,2004,R,81,"Comedy, Crime, Fantasy            ",1.2
No Good Deed,2014,Not Rated,84,"Crime, Drama, Horror            ",5.6
Yi Yi,2000,R,173,"Drama, Romance            ",8.1
Dagon,2001,PG-13,98,"Fantasy, Horror, Mystery            ",6.2
Armour of God,1986,R,88,"Action, Adventure, Comedy            ",6.9
Goliyon Ki Raasleela Ram Leela,2013,R,150,"Drama, Musical, Romance            ",6.4
The Hidden,1987,PG-13,97,"Horror, Sci-Fi, Thriller            ",7.0
Whos Harry Crumb?,1989,PG-13,94,"Comedy, Mystery            ",5.9
Rudderless,2014,Passed,105,"Comedy, Drama, Music            ",7.4
Tale of Tales,2015,Not Rated,134,"Drama, Fantasy, Horror            ",6.4
She-Devil,1989,Passed,99,Comedy            ,5.7
Jakob the Liar,1999,PG,120,"Drama, War            ",6.5
Winchester 73,1950,PG-13,92,"Action, Drama, Western            ",7.6
Haunter,2013,Approved,97,"Fantasy, Horror, Mystery            ",5.9
The Chaos Class Is Waking Up,1976,R,94,"Adventure, Comedy            ",8.7
Fort Apache,1948,PG-13,128,"Drama, Western            ",7.4
When the Game Stands Tall,2014,PG,115,"Biography, Drama, Family            ",6.6
The Chef,2012,R,84,"Comedy, Drama            ",6.6
